,fighter_id,name,natinality_name,wins,losses,total_matches,win_pct,avg_gained_point,avg_skipped_point,takedown_score,takedown_success_count,total_takedown_count,takedown_success_rate,takedown_per_fight_total,average_takedown_points_per_fight,single_leg_takedown_count,single_leg_takedown_success_rate,double_leg_takedown_success_rate,double_leg_takedown_count,defense_score,action_skipped_points_per_fight,total_successful_defenses_per_fight,action_escape_rate,takedown_parter_escape_rate,pin_to_parter_escape_rate,roll_escape_rate,protection_zone_escape_rate,parterre_escape_rate,total_action_counts_per_fight,offense_score,protection_zone_counts_per_fight,action_points_per_fight,action_counts_per_fight,action_success_rate,protection_zone_success_rate,protection_zone_points_per_fight,roll_success_rate,roll_count_per_fight,roll_points_per_fight,parterre_success_rate,parterre_points_per_fight,successful_parterre_attempts_per_match,total_parterre_per_match,durability_score,defense_score_durability,offense_score_durability,takedown_score_durability,passivity_per_fight,overall_score,Completed
85,22756,Qi ZHANG,chn,31,14,45,0.69,5.844444444444445,2.6,0.9,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,0.0,,,,,,,0.66,0.94,0.0,8.0,3.0,1.0,,0.0,1.0,1.0,2.0,1.0,6.0,2.0,2.0,0.23,,0.85,,0.0,,0
86,22562,Hassan Aliazam YAZDANICHARATI,iri,37,3,40,0.93,9.925,1.325,0.75,91.0,190.0,0.48,6.66,5.71,56.0,0.41,0.62,18.0,0.96,,0.81,0.84,0.9,,1.0,0.0,0.88,0.86,0.94,2.09,11.66,6.66,0.59,1.0,2.51,0.28,0.46,0.91,0.33,1.26,0.63,1.89,0.55,0.89,0.25,0.44,0.11,0.8,1
87,20512,Seyed Danial Seyed Shamsollah SOHRABI,iri,24,7,31,0.77,7.032258064516129,3.096774193548387,0.68,2.0,2.0,1.0,4.0,1.0,,,,,0.6,,0.52,0.33,0.67,,0.5,0.0,0.5,0.66,0.94,1.0,5.75,4.0,1.0,1.0,1.0,1.0,0.75,1.5,1.0,2.0,1.0,1.0,0.47,1.0,0.7,,0.34,0.6725,0
88,27435,Ibragim LABAZANOV,rus,6,3,9,0.67,5.666666666666666,3.444444444444444,,2.0,3.0,0.67,3.5,2.0,,,,,,,,0.5,1.0,0.0,,,0.0,,0.94,0.0,7.5,4.5,0.9,,0.0,1.0,0.5,1.0,1.0,3.0,1.5,1.5,0.04,,,,,,0
89,25717,Meiirzhan SHERMAKHANBET,kaz,33,10,43,0.77,7.372093023255815,3.325581395348837,,8.0,16.0,0.5,5.0,4.33,,,,,,,,0.23,0.38,,,0.0,,,0.94,0.17,10.33,5.0,0.75,1.0,0.17,0.78,1.17,2.33,0.82,3.0,1.5,1.83,0.58,0.26,,0.53,,,0
90,27064,Alan OSTAEV,rus,6,2,8,0.75,6.375,2.875,,2.0,3.0,0.67,4.0,8.0,,,,,,,,0.0,,,,0.0,,,0.94,2.0,11.0,4.0,0.8,1.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
91,22099,Devi SANJU,ind,8,4,12,0.67,4.916666666666666,5.25,,3.0,4.0,0.75,5.0,4.0,3.0,0.75,,,,,,0.25,,,,,,,0.93,0.0,8.0,5.0,0.83,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
92,25715,Se Ung RI,prk,10,6,16,0.63,5.625,3.4375,,,,,3.5,0.0,,,,,,,,0.5,,,,,1.0,,0.93,0.0,6.5,3.5,1.0,,0.0,1.0,1.5,3.0,1.0,3.0,1.5,1.5,0.27,,,,,,0
93,30538,Dinislam BAMMATOV,rus,8,1,9,0.89,7.222222222222222,1.555555555555556,,5.0,5.0,1.0,3.25,4.0,,,,,,,,0.25,0.5,,,,0.0,,0.93,0.25,6.75,3.25,1.0,1.0,0.25,,0.0,0.0,1.0,0.5,0.25,0.25,0.48,0.11,,,,,0
94,26008,Pavel HLINCHUK,ain,18,4,22,0.82,7.545454545454546,2.818181818181818,,,2.0,0.0,6.0,0.0,,,,,,,,0.25,,,,0.0,1.0,,0.93,2.0,8.0,6.0,0.75,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.71,0.26,,0.0,,,0
95,25055,Abubakar KHASLAKHANAU,ain,14,3,17,0.82,7.470588235294117,2.705882352941176,0.91,15.0,19.0,0.79,3.92,3.46,,,,,0.3,,0.58,0.21,0.33,0.0,0.5,0.0,0.22,0.75,0.93,0.62,7.15,3.92,0.93,1.0,0.69,1.0,0.08,0.15,1.0,0.31,0.15,0.15,0.52,0.0,0.78,0.81,0.5,0.665,1
96,20755,Chandler Shane MARSTELLER,usa,13,6,19,0.68,5.473684210526316,3.789473684210527,,5.0,5.0,1.0,5.5,5.0,,,,,,,,0.8,1.0,0.0,,,0.5,,0.93,0.5,10.5,5.5,0.69,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.63,0.92,,0.87,,,0
97,27236,Mykola KUCHMII,ukr,13,7,20,0.65,3.25,1.3,,,,,4.0,0.0,,,,,,,,0.5,1.0,,,,0.5,,0.93,2.0,5.0,4.0,1.0,1.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
98,22657,Robert Attila FRITSCH,hun,31,16,47,0.66,3.702127659574468,3.446808510638298,,,,,4.0,0.0,,,,,,,,0.5,1.0,,,0.0,,,0.93,2.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.56,1.0,,,,,0
99,21777,Luis Alberto ORTA SANCHEZ,cub,37,6,43,0.86,5.418604651162791,1.72093023255814,0.63,8.0,10.0,0.8,4.15,0.79,,,,,0.18,,0.6,0.24,0.67,,0.08,0.0,0.19,0.59,0.93,0.94,6.7,4.15,0.92,1.0,0.94,0.98,1.24,2.55,0.98,2.61,1.27,1.3,0.45,0.11,0.38,,0.47,0.5475,1
100,26292,Eltun VAZIRZADE,aze,6,5,11,0.55,6.0,3.818181818181817,,1.0,1.0,1.0,4.0,2.0,,,,,,,,0.0,,,,0.0,,,0.93,3.0,5.0,4.0,1.0,1.0,3.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
101,27235,Murat RAMONOV,kgz,10,8,18,0.56,2.888888888888889,3.5,,3.0,3.0,1.0,3.5,4.0,,,,,,,,0.0,,,,0.0,,,0.93,1.5,6.0,3.5,1.0,1.0,1.5,,0.0,0.0,,0.0,0.0,0.0,0.04,,,,,,0
102,20338,Nesrin BAS,tur,31,21,52,0.6,4.769230769230769,3.442307692307693,,1.0,1.0,1.0,3.0,4.0,,,,,,,,0.5,0.67,,,,,,0.93,0.0,7.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
103,30536,Aydin AHMADOV,aze,7,6,13,0.54,2.846153846153846,4.923076923076923,,,,,4.0,0.0,,,,,,,,1.0,1.0,,,,,,0.93,1.0,5.0,4.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.67,1.0,,,,,0
104,23157,Khadzhimurad GADZHIYEV,aze,31,13,44,0.7,7.022727272727272,2.931818181818182,,6.0,9.0,0.67,4.5,3.0,5.0,0.83,0.5,1.0,0.55,,0.0,0.56,0.89,,0.0,0.0,0.0,0.0,0.92,0.75,7.5,4.5,0.86,1.0,0.75,1.0,1.25,2.5,1.0,3.0,1.5,1.5,0.02,,,,0.0,,0
105,28775,Abuiazid MANTSIGOV,rus,17,5,22,0.77,7.045454545454546,1.818181818181818,,,1.0,0.0,5.0,0.0,,,,,,,,0.0,,,,0.0,,,0.92,0.0,8.5,5.0,0.77,,0.0,0.6,1.5,3.0,0.6,3.0,1.5,2.5,0.38,,,0.0,,,0
106,21838,Alexandria Rebekkah TOWN,can,22,11,33,0.67,7.636363636363635,3.272727272727273,,,2.0,0.0,5.0,0.0,,,,,,,,1.0,,,,,,,0.92,0.0,10.0,5.0,0.71,,0.0,1.0,3.0,6.0,1.0,8.0,4.0,4.0,0.0,,,,,,0
107,20283,Mate GOKADZE,geo,11,9,20,0.55,4.4,2.95,,2.0,2.0,1.0,2.0,8.0,,,,,,,,,,,,,,,0.92,0.0,8.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.23,,,0.94,,,0
108,20807,Giullia RODRIGUES PENALBER DE OLIVEIRA,bra,36,18,54,0.67,5.796296296296296,4.25925925925926,,3.0,6.0,0.5,5.0,10.0,1.0,1.0,,,,,,0.0,0.0,0.0,,0.0,,,0.92,1.0,12.0,5.0,0.63,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
109,22360,Anastasiia SIDELNIKOVA,rus,20,14,34,0.59,8.088235294117647,4.441176470588236,,3.0,5.0,0.6,5.0,6.0,3.0,1.0,,,,,,1.0,1.0,,,,,,0.92,0.0,10.0,5.0,0.71,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,,,,,,0
110,24030,Sultan ASSETULY,kaz,16,10,26,0.62,4.653846153846153,3.153846153846154,0.96,1.0,1.0,1.0,3.0,2.0,,,,,1.0,,0.0,0.44,0.8,,,,0.0,0.0,0.92,0.5,6.0,3.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,,,,0.0,0.72,0
111,25579,Alina KASABIEVA,ain,14,5,19,0.74,7.31578947368421,2.842105263157895,0.71,3.0,5.0,0.6,4.0,4.0,,,,,,,0.0,0.5,0.5,,,,,0.0,0.92,0.0,9.0,4.0,0.8,,0.0,1.0,1.5,3.0,1.0,3.0,1.5,1.5,0.0,,,,0.0,,0
112,28889,Rasul MAGOMEDOV,rus,1,1,2,0.5,4.0,6.0,,1.0,1.0,1.0,3.0,4.0,,,,,,,,0.5,0.8,,,0.0,,,0.92,1.0,6.0,3.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
113,27226,Suleyman DEMIRCI,tur,8,6,14,0.57,2.714285714285714,2.714285714285714,,,,,4.0,0.0,,,,,,,,0.0,,,,,0.0,,0.92,0.0,4.0,4.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.33,,,,,,0
114,26983,Cengizhan ERDOGAN,tur,7,4,11,0.64,6.636363636363637,3.545454545454545,,1.0,1.0,1.0,3.0,2.0,,,,,,,,0.33,0.4,,,,,,0.92,0.0,6.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
115,22359,Anastasia BLAYVAS,ger,26,19,45,0.58,3.866666666666666,4.266666666666667,,2.0,2.0,1.0,3.0,4.0,1.0,1.0,,,,,,0.25,1.0,0.0,,,0.0,,0.92,0.0,6.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
116,22493,Zelimkhan ABAKAROV,alb,16,5,21,0.76,7.333333333333333,1.809523809523809,0.69,16.0,23.0,0.7,4.06,2.44,6.0,0.6,,,0.08,,0.0,0.29,0.56,0.0,0.0,0.0,0.0,0.0,0.92,0.25,7.56,4.06,0.86,1.0,0.25,1.0,1.13,2.25,1.0,2.25,1.13,1.13,0.05,,,,0.17,0.435,1
117,20404,Aman AMAN,ind,47,14,61,0.77,7.934426229508195,4.311475409836065,0.14,15.0,29.0,0.52,4.54,2.23,9.0,0.47,0.5,3.0,0.18,,0.71,0.22,0.57,0.0,0.0,0.0,0.0,0.8,0.92,0.15,8.38,4.54,0.8,1.0,0.15,0.8,0.31,0.62,0.86,0.92,0.46,0.54,0.54,0.17,0.87,0.8,0.25,0.4450000000000001,1
118,23634,Diana KAYUMOVA,kaz,11,27,38,0.29,3.315789473684211,6.605263157894737,,1.0,1.0,1.0,3.0,2.0,,,,,,,,0.2,0.5,,,,,,0.92,0.0,6.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
119,25999,Rakhman TAVMURZAEV,ain,6,1,7,0.86,5.571428571428571,1.714285714285714,0.96,1.0,1.0,1.0,3.0,4.0,,,,,0.0,,0.0,0.0,,,,,,0.88,0.92,0.0,6.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.3,,0.98,0.94,0.0,0.5449999999999999,0
120,28277,Tracy Gangelo HANCOCK,usa,26,10,36,0.72,5.694444444444445,2.361111111111111,,4.0,4.0,1.0,3.25,4.0,,,,,,,,0.17,0.0,,,0.0,0.0,,0.91,0.5,7.0,3.25,0.93,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.02,,,,,,0
121,24040,Osman YILDIRIM,tur,37,12,49,0.76,4.489795918367347,1.530612244897959,,,,,3.88,0.0,,,,,1.0,,0.0,0.18,1.0,,,0.0,0.0,0.0,0.91,0.38,6.25,3.88,0.91,1.0,0.38,0.89,2.13,4.25,0.89,4.25,2.13,2.38,0.46,0.0,,,1.0,,0
122,27681,Mohamed Ibrahim Elsayed Ibrahi ELSAYED,egy,32,6,38,0.84,7.684210526315788,1.736842105263158,,1.0,3.0,0.33,5.0,4.0,,,,,,,,0.0,,,,0.0,0.0,,0.91,1.0,9.0,5.0,0.71,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.63,0.0,,0.0,,,0
123,28878,Nachyn KUULAR,rus,3,1,4,0.75,8.0,3.25,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,0.91,3.0,6.0,5.0,0.83,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0
124,23332,Giorgi MESHVILDISHVILI,aze,6,3,9,0.67,5.444444444444445,1.666666666666667,0.61,6.0,9.0,0.67,3.75,2.5,,,1.0,3.0,0.55,,0.69,0.33,0.5,,,0.0,,0.75,0.91,0.5,7.0,3.75,0.88,1.0,0.5,0.8,0.5,1.0,0.83,1.25,0.63,0.75,0.54,0.43,0.51,0.25,0.32,0.6525,1
125,22749,Alina HRUSHYNA AKOBIIA,ukr,42,9,51,0.82,6.333333333333333,1.098039215686274,0.0,3.0,6.0,0.5,4.5,3.0,1.0,0.5,0.5,2.0,1.0,,0.0,1.0,1.0,,,,,0.0,0.91,0.0,9.0,4.5,0.75,,0.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,,,,0.0,0.4775,0
126,27976,Chermen VALIEV,rus,13,0,13,1.0,8.461538461538462,1.307692307692308,,,3.0,0.0,6.0,0.0,,,,,,,,0.75,1.0,,,0.0,,,0.91,3.0,8.0,6.0,0.67,1.0,3.0,1.0,1.5,2.0,1.0,4.0,2.0,2.0,0.0,,,,,,0
127,25565,Arvi Martin SAVOLAINEN,fin,44,14,58,0.76,5.068965517241379,2.189655172413793,0.74,17.0,19.0,0.89,3.31,1.12,,,,,0.55,,0.52,0.24,0.74,0.33,0.0,0.0,0.07,0.88,0.91,0.47,5.63,3.31,0.95,1.0,0.47,0.87,0.92,1.84,0.88,1.92,0.96,1.1,0.53,0.3,0.96,0.55,0.34,0.6825,1
128,25971,Brock David HARDY,usa,4,1,5,0.8,9.6,6.0,0.97,3.0,3.0,1.0,4.0,1.0,3.0,1.0,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.91,0.0,3.0,4.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,0.5,0.49,0
129,26795,Dominik ETLINGER,cro,11,8,19,0.58,4.368421052631579,4.105263157894737,,,,,3.0,0.0,,,,,,,,0.0,,,,,,,0.91,0.0,5.0,3.0,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.28,0.0,,,,,0
130,20780,Murat DAG,tur,12,6,18,0.67,4.944444444444445,2.888888888888889,,,,,3.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.91,0.0,5.0,3.0,1.0,,0.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.3,0.0,,,,,0
131,29597,Milad Valerikovitch ALIRZAEV,rus,12,8,20,0.6,4.95,3.2,,1.0,1.0,1.0,3.5,2.0,,,,,,,,0.33,0.0,,,1.0,,,0.91,1.0,7.0,3.5,0.88,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.26,,,0.84,,,0
132,22139,Kanan HEYBATOV,aze,23,7,30,0.77,6.866666666666666,4.166666666666666,,2.0,3.0,0.67,3.5,2.0,2.0,0.67,,,,,,0.75,0.83,,,1.0,,,0.91,0.0,7.0,3.5,0.88,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.59,0.9,,0.44,,,0
133,28264,Shogo TAKAHASHI,jpn,8,9,17,0.47,3.882352941176471,3.647058823529412,,2.0,2.0,1.0,3.0,4.0,,,,,,,,0.0,0.0,,,,,,0.91,0.0,5.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.36,0.0,,,,,0
134,21560,Eldaniz AZIZLI,aze,37,11,48,0.77,6.979166666666666,2.375,,3.0,4.0,0.75,2.75,3.0,,,,,,,,0.33,0.33,,,,,,0.91,0.0,7.25,2.75,0.92,,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.06,,,,,,0
135,21552,Aliaksandr HUSHTYN,blr,23,11,34,0.68,4.941176470588236,3.176470588235294,,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,0.91,0.0,5.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.61,1.0,,0.97,,,0
136,26882,Jamshidbek MARUFOV,uzb,6,1,7,0.86,6.571428571428571,2.857142857142857,,,,,3.0,0.0,,,,,,,,0.57,1.0,,,0.0,0.0,,0.91,1.0,5.0,3.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.62,0.83,,,,,0
137,23342,Haodong TAN,chn,6,6,12,0.5,5.75,3.5,0.6,1.0,2.0,0.5,4.0,4.0,,,,,,,0.0,,,,,,,0.0,0.91,1.0,8.0,4.0,0.8,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.08,,,,0.5,,0
138,20765,Kyle Frederick SNYDER,usa,57,7,64,0.89,8.0625,1.5625,0.0,53.0,105.0,0.5,4.83,3.48,21.0,0.51,0.48,11.0,0.88,,0.0,0.44,0.68,,,0.0,,0.0,0.91,1.0,8.34,4.83,0.73,1.0,1.0,1.0,1.0,2.0,1.0,2.07,1.03,1.03,0.01,,,,0.5,0.45,1
139,23475,Demeu ZHADRAYEV,kaz,24,15,39,0.62,5.743589743589744,2.974358974358974,0.76,22.0,33.0,0.67,3.79,1.39,,,,,0.55,,0.58,0.3,0.71,0.0,0.38,0.0,0.4,0.66,0.9,0.68,6.18,3.79,0.88,1.0,0.68,0.87,0.89,1.79,0.89,2.11,1.05,1.18,0.51,0.05,0.49,0.39,0.29,0.68,1
140,23301,Ismail MUSUKAEV,hun,10,3,13,0.77,7.384615384615384,2.538461538461538,0.96,9.0,11.0,0.82,3.2,5.2,4.0,0.67,1.0,3.0,0.68,,0.74,0.48,0.79,,,0.0,,0.76,0.9,0.2,7.0,3.2,0.89,1.0,0.2,,0.0,0.0,,0.0,0.0,0.0,0.53,0.75,0.44,0.47,0.1,0.7675000000000001,1
141,30182,Aryan TSIUTRYN,blr,5,3,8,0.63,5.625,2.375,,5.0,8.0,0.63,4.33,3.0,,,0.33,1.0,,,,0.33,0.44,0.0,,0.0,0.25,,0.9,0.0,8.33,4.33,0.76,,0.0,1.0,1.0,2.0,1.0,2.33,1.33,1.33,0.57,0.44,,0.32,,,0
142,28939,Magomed Guseynovitch KURBANOV,rus,10,3,13,0.77,5.615384615384616,2.461538461538461,,2.0,3.0,0.67,4.0,2.0,1.0,0.5,1.0,1.0,,,,0.58,0.88,,,0.0,,,0.9,2.5,5.5,4.0,0.89,1.0,2.5,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
143,25615,Abasgadzhi MAGOMEDOV,ain,23,2,25,0.92,8.8,1.72,,1.0,5.0,0.5,4.0,4.0,,,,,,,,0.75,0.75,,,,,,0.9,0.0,7.5,4.0,0.8,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.46,0.0,,0.79,,,0
144,22610,Zholaman SHARSHENBEKOV,kgz,42,7,49,0.86,6.755102040816327,2.204081632653061,0.82,30.0,53.0,0.57,4.04,3.08,,,,,0.83,,0.0,0.27,0.69,0.0,1.0,0.0,0.14,0.0,0.9,0.46,7.5,4.04,0.8,1.0,0.5,0.78,0.54,1.08,0.78,1.08,0.54,0.69,0.44,0.0,,0.0,0.34,0.7474999999999999,1
145,28038,Ulvu GANIZADE,aze,17,8,25,0.68,4.44,2.6,,2.0,2.0,1.0,3.5,3.0,,,,,,,,0.0,,0.0,,,,,0.9,0.5,6.5,3.5,0.88,1.0,0.5,0.67,1.0,2.0,0.67,2.0,1.0,1.5,0.3,,,,,,0
146,28786,Eduard POPP,ger,9,6,15,0.6,3.4,2.0,,,,,2.75,0.0,,,,,,,,0.11,,,,,0.2,,0.9,0.0,4.75,2.75,1.0,,0.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.44,0.0,,,,,0
147,28361,Daton Duain FIX,usa,12,4,16,0.75,8.0,0.9375,,1.0,12.0,0.11,5.0,1.0,,,0.25,1.0,,,,0.9,1.0,,,0.0,,,0.89,1.0,9.33,5.0,0.65,1.0,1.0,1.0,1.33,2.67,1.0,2.67,1.33,1.33,0.61,0.92,,0.62,,,0
148,20723,Skylar Grace HATTENDORF,usa,6,1,7,0.86,4.857142857142857,1.714285714285714,,2.0,2.0,1.0,2.0,6.0,,,,,,,,0.67,1.0,,,0.0,,,0.89,0.0,6.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
149,27549,Anzor Ruslanovitch KHIZRIEV,rus,14,4,18,0.78,6.222222222222222,2.722222222222222,,1.0,4.0,0.25,5.0,2.0,1.0,0.25,,,,,,0.0,0.0,,,0.0,,,0.89,0.0,10.0,5.0,0.63,,0.0,1.0,2.0,4.0,1.0,6.0,3.0,3.0,0.0,,,,,,0
150,22166,Fedor BALTUEV,rus,6,2,8,0.75,8.375,3.25,,2.0,2.0,1.0,2.0,6.0,1.0,1.0,,,,,,0.17,,0.0,,0.0,0.0,,0.89,0.0,6.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.28,0.0,,,,,0
151,27507,Goga GOGIBERASHVILI,geo,2,3,5,0.4,3.2,4.4,,1.0,1.0,1.0,2.0,4.0,,,,,,,,0.0,0.0,,,,0.0,,0.89,0.0,6.0,2.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,,,,,0
152,21565,Sergey EMELIN,rus,28,2,30,0.93,7.233333333333333,1.2,,5.0,6.0,0.83,3.0,3.0,,,,,,,,0.25,0.33,,,0.0,,,0.89,0.0,6.67,3.0,0.9,,0.0,0.83,0.83,1.67,0.83,1.67,0.83,1.0,0.25,,,,,,0
153,20787,Emrah KUS,tur,28,11,39,0.72,5.153846153846153,2.205128205128205,,3.0,4.0,0.75,3.33,2.67,,,,,,,,0.5,1.0,,,,,,0.89,0.0,5.67,3.33,0.91,,0.0,,0.0,0.0,1.0,0.67,0.33,0.33,0.48,0.0,,0.0,,,0
154,27978,Iveriko JULAKIDZE,geo,3,5,8,0.38,5.625,5.25,,2.0,4.0,0.5,5.0,4.0,,,,,,,,0.6,1.0,,,0.0,,,0.89,0.0,10.0,5.0,0.63,,0.0,0.67,2.0,4.0,0.67,4.0,2.0,3.0,0.58,0.83,,0.62,,,0
155,21496,Ilias BEKBULATOV,rus,12,6,18,0.67,7.111111111111112,1.722222222222222,,2.0,2.0,1.0,4.0,4.0,,,,,,,,0.64,0.75,,,0.0,,,0.89,0.0,7.0,4.0,0.8,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
156,30038,Marzpet GALSTYAN,arm,2,4,6,0.33,5.833333333333333,5.666666666666666,,1.0,2.0,0.5,4.0,2.0,1.0,0.5,,,,,,0.25,0.33,,,,,,0.89,0.0,7.0,4.0,0.8,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.59,0.5,,,,,0
157,20744,Seth Anthony GROSS,usa,7,2,9,0.78,8.666666666666666,4.777777777777778,,1.0,8.0,0.13,4.5,0.5,1.0,0.17,,,,,,0.3,0.37,,,0.25,0.0,,0.89,0.25,8.25,4.5,0.72,1.0,0.25,1.0,1.75,3.5,1.0,4.0,2.0,2.0,0.48,0.29,,0.7,,,0
158,22464,Fekry Mohamed Fekry EISSA,egy,13,4,17,0.76,6.647058823529412,2.352941176470588,,1.0,1.0,1.0,4.0,2.0,,,,,,,,0.0,0.0,,,0.0,,,0.89,1.0,7.0,4.0,0.8,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.52,0.0,,,,,0
159,22507,Arsen HARUTYUNYAN,arm,48,7,55,0.87,9.345454545454544,3.363636363636364,0.51,112.0,252.0,0.44,5.16,4.47,56.0,0.36,0.82,31.0,0.83,,0.53,0.58,0.73,0.0,0.33,0.0,0.33,0.77,0.89,0.59,9.29,5.16,0.63,0.97,0.61,0.82,1.2,2.39,0.82,2.67,1.33,1.63,0.56,0.78,0.76,0.51,0.14,0.6975,1
160,23463,Meysam DALKHANI,iri,6,5,11,0.55,4.181818181818182,2.636363636363636,0.9,1.0,1.0,1.0,3.0,2.0,,,,,,,0.0,,,,,,,0.0,0.89,1.0,4.0,3.0,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0
161,27447,Magomed YARBILOV,rus,16,4,20,0.8,4.8,0.8,,,1.0,0.0,4.0,0.0,,,,,,,,1.0,1.0,,,,,,0.89,1.0,7.0,4.0,0.8,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,,,,,,0
162,28229,Ayana GEMPEI,jpn,9,3,12,0.75,6.916666666666666,2.333333333333333,,2.0,3.0,0.67,4.0,4.0,1.0,0.5,1.0,1.0,,,,0.6,0.75,,,,,,0.89,0.0,7.0,4.0,0.8,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.08,,,,,,0
163,22656,LIPASTI Matias Olavi Iisakki,fin,3,8,11,0.27,2.818181818181818,6.0,,,,,3.0,0.0,,,,,,,,0.0,,,,,,,0.89,0.0,4.0,3.0,1.0,,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,,,,,,0
164,26791,Abylaikhan AMZEYEV,kaz,5,9,14,0.36,3.071428571428572,4.928571428571429,,1.0,2.0,0.5,4.0,2.0,,,,,,,,0.14,0.33,0.0,,,0.0,,0.89,0.0,7.0,4.0,0.8,,0.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.61,0.0,,,,,0
165,30279,Ilja KLASNER,ger,1,2,3,0.33,2.0,4.333333333333333,,,,,3.0,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.89,0.0,4.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.49,0.0,,,,,0
166,28971,Amirkhan GUVAZHOKOV,rus,3,2,5,0.6,9.2,6.6,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,0.0,0.0,,,0.0,,,0.89,2.0,4.0,3.0,1.0,1.0,2.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0
167,26784,Kanybek ZHOLCHUBEKOV,kgz,11,2,13,0.85,6.846153846153847,2.0,,,1.0,,,,,,,,,,,0.0,,,,,,,0.89,0.0,4.0,3.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.4,,,,,,0
168,20212,Arslanbek SALIMOV,pol,13,11,24,0.54,6.333333333333333,5.375,,1.0,2.0,0.5,4.0,2.0,,,,,,,,0.14,1.0,,,0.0,,,0.89,0.0,7.0,4.0,0.8,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.53,0.0,,0.0,,,0
